"address_line_1__v","latitude__v","longitude__v","postal_code__v","infusion_chairs__v","infusions_performed__v","npi_num__v","hco_name_cda__v"
"2521 Stockton Blvd","38.552039999999998","-121.45534000000001","95817-2207","","","","Glassrock Building Otolaryngology Speech Audiology Clinic"
"1865 Route 70 E","39.882109999999997","-74.972415999999996","08003-2005","","","","Penn Renal Electrolyte And Hypertension Cherry Hill"
"35 Michigan St NE Ste 3003","42.970999999999997","-85.666489999999996","49503-2528","","","","Helen Devos Childrens Hospital Pediatric Neurology"
"4102 24th St Ste 508","33.573149999999998","-101.90178","79410-1805","","","","Texas Tech University Health Sciences Center Lubbock"
"1001 Blythe Blvd Ste 200-E","35.204999999999998","-80.838030000000003","28203-5865","","","1720415946","Atrium Health Levine Childrens Specialty Center Charlotte"
"275 Sandwich St","41.943060000000003","-70.645229999999998","02360-2183","","","1972580439","Bidh-Plymouth Radiology"
"2520 Columbus Ave","41.432040000000001","-82.697159999999997","44870-5547","","","1285392936","Firelands Sandusky Healthcare Center"
"200 1st St SW","44.022129999999997","-92.466629999999995","55905-0001","","","1417923475","Mayo Clinic Health System"
"200 University Ave E","44.955860000000001","-93.095020000000005","55101-2507","","","1114267093","Gillette Childrens Specialty Healthcare-St Paul Campus"
"41 Mall Rd","42.486649999999997","-71.204980000000006","01805-0001","","Yes/True","1790961043","Lahey Hospital And Medical Center"
"5 Perryridge Rd","41.034309999999998","-73.630200000000002","06830-4608","","","1609846088","Greenwich Hospital"
"1475 NW 12th Ave Fl 1","25.788799999999998","-80.214579999999998","33136-1002","","","1679660617","University Of Miami-Sylvester Comprehensive Cancer Center"
"8800 N Tryon St","35.307650000000002","-80.747969999999995","28262-3300","1","Yes/True","1346297892","Atrium Health University City"
"1000 South Ave","43.135719999999999","-77.607410000000002","14620-2733","","","1982895637","Highland Hospital"
"67 Union St","42.280239999999999","-71.335070000000002","01760-7700","","","","Metrowest Medical Center Admin"
"509 N Brightleaf Blvd","35.514240000000001","-78.334789999999998","27577-4407","","","1619911104","UNC Health Johnston"
"2765 Chapel Pl","39.024569999999997","-84.563159999999996","41017-3413","","","","Childrens Outpatient Northern Kentucky"
"365 Plantation St Fl 3","42.27704","-71.766239999999996","01605-2397","","","","University Of Massachusetts Memorial Accountable Care Organization Inc"
"8670 Wilshire Blvd Fl 2","34.066020000000002","-118.38084000000001","90211-2930","","","","Cedars-Sinai California Heart Center"
"1959 NE Pacific St Fl 3","47.6492","-122.30623","98195-0001","","","","Digestive Health Center At UW Medical Center-Montlake"
"6545 France Ave S Ste 450","44.88449","-93.327920000000006","55435-2122","","","1023096922","M Health Fairview Neurology Clinics-Edina"
"3917 West Rd","35.88185","-106.31858","87544-2275","","","1285701623","Los Alamos Medical Center"
"355 W 15th St Ste 3200","39.786977","-86.165295999999998","46202-2206","","","","IU Health Physicians Neurology At IU Health Neuroscience Center"
"1743 Redstone Center Dr","40.720599999999997","-111.54340000000001","84098-7929","","","","Urgent Care At Redstone Health Center"
"50 N Medical Dr","40.772979999999997","-111.83672","84132-0001","","","","University Of Utah Womens Health Services"
"1635 Aurora Ct","39.7423","-104.83945","80045-2541","","","","Uchealth Anschutz Outpatient Pavilion-Anschutz Medical Campus"
"2174 N Druid Hills Rd NE Ste 630","33.831180000000003","-84.333389999999994","30329-3102","","","","Childrens Healthcare Of Atlanta Cardiology Inc"
"1500 Cooper St Fl 6","32.736939999999997","-97.342789999999994","76104-2710","","","1720059785","Cook Childrens Dodson Surgery Center"
"100 Ucla Medical Plz Ste 170","34.065150000000003","-118.44576000000001","90024-7001","","","1528179793","Regents Of The University Of California"
"1500 E Medical Center Dr Spc 5223","42.284660000000002","-83.727729999999994","48109-5223","","","","Michigan Medicine Neurology Clinic"
"200 Medical Center Plz Ste 330","34.070298000000001","-118.442836","90095-8344","","","","UCLA Childrens Heart Center"
"380 Parkland Plz Ste 210 Fl 2","42.279899999999998","-83.81541","48103-6201","","","","University Of Michigan-West Ann Arbor Parkland Plaza"
"2800 Chicago Ave S Ste 400","44.95158","-93.263030000000001","55420","","","","Allina Health Orthopedics Minneapolis"
"55 Fruit St","42.362549999999999","-71.069289999999995","02114-2621","","","","Mass General Gastroenterology"
"800 E 28th St","44.95458","-93.261309999999995","55407-3723","","","1104050160","Allina Health Minneapolis Heart Institute Minneapolis"
"1406 6th Ave N","45.575420000000001","-94.169370000000001","56303-1900","","","1043269798","Centracare-St Cloud Hospital"
"4401 Penn Ave","40.466410000000003","-79.95299","15224-1334","","","","UPMC Childrens Hospital Of Pittsburgh-Cardiothoracic Surgery"
"6701 Fannin St Fl 8","29.706880000000002","-95.4024","77030-2608","","","","Baylor Clinic Pediatric Urology Care Clinic"
"312 E Main St Ste 2100","42.049610000000001","-92.906800000000004","50158-1887","","","","Iowa Heart Center-Marshalltown"
"5461 Meridian Mark Rd Ste 130","33.864798999999998","-84.376396","30342-3009","","","1134380017","Pediatric Ear Nose And Throat Of Atlanta At Scottish Rite"
"633 Middlesex Tpke Ste 110","41.321980000000003","-72.37979","06475-1220","","","","Gales Ferry Pediatrics"
"509 Med Tech Pkwy Ste 100","36.337449999999997","-82.398039999999995","37604-2579","","","","Anewcare Collaborative LLC"
"1020 Hitt St","38.938789999999997","-92.324969999999993","65212-1002","","","","University Of Missouri Neurology And Sleep Disorders Clinic"
"200 1st St SW","44.02214","-92.466629999999995","55905-0001","","","","Mayo Clinic Multiple Sclerosis Program"
"300 Ucla Medical Plz","34.064326000000001","-118.445429","90095-8346","","","","Neurological Services"
"401 E Chestnut St Unit 690","38.248089999999998","-85.746740000000003","40202-5706","","","","UOFL Physicians-Nephrology"
"401 E Chestnut St Unit 310","38.248089999999998","-85.746740000000003","40202-5703","","","","UOFL Physicians Cardiology"
"101 Columbian St","42.17718","-70.954999999999998","02190-1601","","","","Dana-Farber Cancer Institute At South SH"
"7777 Forest Ln Ste C550","32.911459999999998","-96.774479999999997","75230-7518","","","1841419033","Healthy Texan Pediatrics And Family Medicine"
"1111 Franklin Ave Fl 3","40.732019999999999","-73.636219999999994","11530-1617","","","","NYU Langone Ambulatory Care Garden City-Third Floor"
"90 Beaver Dr Ste 211D","41.121110000000002","-78.749660000000006","15801-2449","","","","University Orthopedics Center-Du Bois"
"428 Windmere Dr Ste 100","40.787579999999998","-77.825360000000003","16801-7644","","","1619071131","Ophthalmology Nittany Eye Assoc"
"333 Cedar St","41.303249999999998","-72.933109999999999","06510-3206","","","","Yale School Of Medicine Obstetrics And Gynecology And Reproductive Sciences"
"1816 Philadelphia St","42.034970000000001","-93.588430000000002","50010-8771","","","","Mercyone Iowa Heart Center Ames"
"2104 Harrisburg Pike Ste 300","40.065429999999999","-76.354209999999995","17601-2644","","","1396126751","Childrens Hospital Of Philadelphia Specialty Care"
"1800 Zollinger Rd Fl 3","40.019359999999999","-83.060670000000002","43221-2800","","","","OSU General Surgery"
"5801 Bremo Rd","37.58361","-77.512439999999998","23226-1907","","","","Bon Secours Epilepsy Center At St Marys Hospital"
"5 Plainsboro Rd Ste 450","40.339660000000002","-74.62715","08536-1979","","","","Penn Liver Transplant Clinic Princeton"
"260 Long Ridge Rd","41.079700000000003","-73.554959999999994","06902-1638","","Yes/True","","Long Ridge Medical Center"
"1102 Bates Ave","29.707318000000001","-95.401961","77030-2617","","","","Baylor College Of Medicine Feigin Center"
"819 E Bishop St","40.914250000000003","-77.76379","16823-2319","","","1700836228","Geisinger State College-General Internal Medicine"
"1825 4th St","37.766350000000003","-122.39019","94143-2350","","","","UCSF Ob Gyn And Reproductive Science"
"707 N Broadway","39.298690000000001","-76.593670000000003","21205-1832","","","1619075926","Kennedy Krieger Institute"
"1280 Almonesson Rd","39.848882000000003","-75.107687999999996","08096-5502","","","","Nemours Dupont Pediatrics Deptford"
"400 Parnassus Ave Ste 8","37.763860000000001","-122.45838999999999","94143-2202","","","","UCSF-Movement And Neuromuscular Disoreders Division"
"2901 Island Ave","39.903669999999998","-75.239720000000005","19153-3013","","","","Healthsouth Sports Medicine"
"1620 W Harrison St","41.87462","-87.667640000000006","60612-3801","","Yes/True","1801908728","Rush University Medical Center"
"1600 SW Archer Rd Rm 5270","29.639900000000001","-82.343410000000006","32610-3003","","","","University Of Florida Shands Childrens Hospital"
"801 7th Ave","32.736960000000003","-97.341530000000006","76104-2733","","","1891765178","Cook Childrens Medical Center"
"10833 Le Conte Ave","34.06447","-118.44351","90095-3075","","","1083949382","UCLA Health"
"15004 Innovation Dr","32.989249999999998","-117.07765999999999","92128-3491","","","1942477914","Scripps Clinic Rancho Bernardo"
"9100 Babcock Blvd","40.5745","-80.008750000000006","15237-5815","","","1639218936","UPMC Passavant Mccandless"
"263 Farmington Ave","41.734720000000003","-72.795169999999999","06030-0001","","Yes/True","1972857282","Uconn Health"
"13123 E 16th Ave","39.742449999999998","-104.83577","80045-7106","","","1043455108","Childrens Hospital Colorado Anschutz Medical Campus"
"6565 Fannin St","29.710229999999999","-95.400189999999995","77030-2703","","","1548387418","Houston Methodist Hospital"
"3332 Rochambeau Ave Fl 1","40.879370000000002","-73.879919999999998","10467-2836","","","1376738559","Montefiore-Centennial Womens Center"
"157 Union St","42.355310000000003","-71.555449999999993","01752-1228","","","1396738159","University Of Massachusetts Memorial Marlborough Hospital"
"825 Fairfax Ave Fl 1","36.860439999999997","-76.303569999999993","23507-1914","","","","EVMS Internal Medicine Ste 445"
"4921 Parkview Pl Ste Lowr","38.638370000000002","-90.263270000000006","63110-1032","","","","Washington University Medical Oncology"
"2301 Erwin Rd","35.984369000000001","-78.994780000000006","27705-4699","1","Yes/True","","Duke Childrens Hospital And Health Center"
"8260 Atlee Rd","37.629010000000001","-77.386430000000004","23116-1844","","","1023028651","Bon Secours Memorial Regional Medical Center"
"220 J L White Dr Ste 100","34.44744","-84.448279999999997","30143-4894","","","1588759336","Piedmont Heart Of Jasper"
"101 Wellness Way","38.884569999999997","-75.390219999999999","19963-4394","","","","Nemours Childrens Health Milford"
"1 Adventist Health Way","38.757100000000001","-121.25230999999999","95661-3266","","","","Adventist Health Corporate"
"1801 W Taylor St 3C Fl 3","41.869050000000001","-87.671390000000002","60612-4795","","","","Outpatient Care Center Clinics Allergy And Immunology"
"8008 Westpark Dr","38.929540000000003","-77.224249999999998","22102-3109","","","1083957518","Kaiser Permanente Tysons Corner"
"850 Southampton Ave Fl 3","36.858530000000002","-76.305769999999995","23510-1021","","","","Childrens Neurology-S Hampton"
"1126 N Church St Ste 203","36.092359999999999","-79.783249999999995","27401-1037","","","1942532239","Duke Childrens Specialty Services Of Greensboro"
"3401 Civic Center Blvd","39.947760000000002","-75.193910000000002","19104-4319","","","","Childrens Hospital Of Philadelphia Health System"
"405 SW 5th St","41.580210000000001","-93.620230000000006","50309-4675","","","","Mercyone"
"263 Farmington Ave","41.734720000000003","-72.795169999999999","06030-0001","","","1720083769","University Of Connecticut Health System"
"24 Frank Lloyd Wright Dr","42.318049999999999","-83.682990000000004","48105-9484","","","1902910508","Progressive Dental"
"5126 W Daybreak Pkwy","40.541559999999997","-112.01388","84009-5994","","","","Cardiology Ep-South Jordan"
"10833 Le Conte Ave","34.06447","-118.44351","90095-3075","","","","UCLA Health Jonsson Comprehensive Cancer Center"
"41 Mall Rd # 6","42.486820000000002","-71.204939999999993","01805-0001","","","","Lahey Hospital And Medical Center Hematology Oncology Department"
"10240 Park Meadows Dr","39.54495","-104.87282999999999","80124-5425","","","1376964197","Kaiser Permanente Lone Tree Medical Offices"
"5001 Rockside Rd Crown Ctr","41.380192000000001","-81.643975999999995","44131","","","","Cleveland Clinic-Independence Family Health Center"
"1750 Gambrell Dr NE","33.790750000000003","-84.319649999999996","30322-1021","","","","Emory University Hospital Pharmacy"
"619 19th St S","33.506219999999999","-86.801779999999994","35249-1900","","","1225178742","University Of Alabama Hospital At Birmingham Interventional Radiology"
"1215 Lee St","38.031951999999997","-78.498711","22908-0816","","","","University Of Virginia Hospital Department Of Neurology"
"525 E 68th St","40.764068999999999","-73.955144000000004","10065-4870","","","","New York Quality Care"
"75 Francis St","42.335819999999998","-71.107439999999997","02115-6110","","","","Brigham Women Hospital Cardiology Vascular Division"
"250 W Pratt St Fl 24","39.286650000000002","-76.619110000000006","21201","","","","University Of Maryland Medical System"
"500 22nd St S","33.50949","-86.798649999999995","35233-3110","","","","UAB Health System"
"111 E 210th St","40.880830000000003","-73.879949999999994","10467-2401","","","","Montefiore Health System"
"2300 Fall Hill Ave Ste 308","38.312480000000001","-77.47251","22401-3343","","","","Mary Washington Healthcare"
"4901 Forest Park Ave","38.63937","-90.26267","63108-1495","","","","BJC Healthcare"
"1600 SW Archer Rd","29.639800000000001","-82.342709999999997","32610-3003","","","1427031020","University Of Florida Health"
"1 Medical Center Blvd","36.09028","-80.271540000000002","27157","","","1003803032","Wake Forest Baptist Medical Center Emergency Department"
"460 W 10th Ave","39.994079999999997","-83.019490000000005","43210-1240","","","","The Arthur G James Cancer Hospital And Richard J Solove Research Institute Admin"
"601 Elmwood Ave","43.122950000000003","-77.623699999999999","14642-0001","","","1962928341","Rochester Neurosurgery Partners"
"1825 4th St","37.766350000000003","-122.39019","94143-2350","","","","UCSF Medical Center At Mission Bay"
"2101 Adelbert Rd","41.504150000000003","-81.605980000000002","44106-2624","","","1730418096","University Hospitals Of Cleveland Rainbow Babies And Childrens Hospital"
"6651 Main St Mc-E1920","29.70871","-95.402720000000002","77030-2351","","","","Bcm Division Of Pediatric Cardiology"
"200 Boylston St Fl 4","42.319070000000004","-71.176000000000002","02467-2008","","","1639562903","Completendocrine LLC"
